issue,title,opened,age_years,labels,platform,subsystem,kind,priority_class,severity,validity_confidence,reproducibility,head_status,related,source_areas,root_cause_assessment,audit_depth
2580,RFE: toolbar with icons arranged into two columns takes too much space.,2022-03-07,4.4,enhancement,not established/cross-platform,plugins,feature/enhancement,H,feature request,medium,not established,not code-verified,,"include/ocpn_plugin.h; gui/src/{pluginmanager,ocpn_plugin_gui,api_121}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2522,Support SignalK /vessels/<RegExp>/navigation/anchor,2022-01-22,4.6,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,low,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2514,"5.6.0 on Mac, serial connection failure upon exiting dialog with 'OK'",2022-01-08,4.6,,macOS,communications/navigation,defect,C,serious functional defect,low,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2513,Flatpak grib_pi doesn't support xdg-email,2022-01-08,4.6,deferred,Flatpak,plugins,defect,C,serious functional defect,medium,not established,not code-verified,,"include/ocpn_plugin.h; gui/src/{pluginmanager,ocpn_plugin_gui,api_121}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2509,Printing on a Highresolution MacBook Pro,2022-01-05,4.6,enhancement,not established/cross-platform,UI/general,feature/enhancement,H,feature request,low,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2501,Issues with 4K resolution displays,2021-12-29,4.6,,not established/cross-platform,UI/general,needs triage,F,usability/UI,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2500,"RFE: insert ""overlay"" under some ENC layers",2021-12-23,4.7,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,low,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2499,Chart downloader: cancels download without warning if Options window is closed,2021-12-20,4.7,,not established/cross-platform,charts/rendering,needs triage,E,performance/resource,low,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2498,Windows dark mode support,2021-12-20,4.7,,Windows,routes/tracks/storage,defect,C,serious functional defect,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2493,OpenCPN crashes on raspberry pi at startup if I select settings from menu before canvas fully load,2021-12-09,4.7,,Raspberry Pi,startup/UI,defect,B,crash/hang/data integrity,medium,startup timing dependent,old but plausibly related to #5287,#5287,gui/src/ocpn_frame.cpp,Settings was available before canvas/application initialization completed; retain as a historical reproduction for the readiness-state fix.,manual issue review
2487,"RFE: Provide a unified API for alarms to display them in consistent way across all plugins, etc",2021-12-05,4.7,enhancement,not established/cross-platform,AIS,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/ais_decoder.cpp; gui/src/ais.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2480,RFE: Add rate of turn to dashboard options,2021-11-24,4.7,enhancement,not established/cross-platform,UI/general,feature/enhancement,H,feature request,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2477,RFE: Boat parameters set up wizard,2021-11-13,4.8,enhancement,not established/cross-platform,plugins,feature/enhancement,H,feature request,medium,not established,not code-verified,,"include/ocpn_plugin.h; gui/src/{pluginmanager,ocpn_plugin_gui,api_121}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2465,ENC preslib isobaths/DEPCN value - FS#1291,2021-11-02,4.8,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2429,Signal K / dashboard error at start or when satellites lost,2021-10-10,4.9,,not established/cross-platform,communications/navigation,defect,C,serious functional defect,medium,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2427,RFE: option for automatic night mode switch,2021-10-08,4.9,enhancement,not established/cross-platform,communications/navigation,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2416,"Color Correction: Menu Bar, Status Bar, Context Menu in Night Mode (Windows)",2021-10-04,4.9,,Windows,platform/build,needs triage,F,usability/UI,medium,not established,not code-verified,,CMakeLists.txt; cmake/; gui/src/ocpn_platform.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2364,AIS Target list in night mode,2021-09-07,4.9,,not established/cross-platform,AIS,needs triage,F,usability/UI,medium,not established,not code-verified,,model/src/ais_decoder.cpp; gui/src/ais.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2363,Right-click menu in night mode,2021-09-07,4.9,,not established/cross-platform,UI/general,needs triage,F,usability/UI,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2353,Convert incoming xxWPL and xxRTE to waypoints and routes,2021-08-28,5.0,enhancement,not established/cross-platform,AIS,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/ais_decoder.cpp; gui/src/ais.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2325,ECDIS: S-52 vs S-101/S-401,2021-08-03,5.0,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2302,[RFE] Add 'install all updates' and 'install all new' buttons in plugin download manager,2021-06-11,5.2,enhancement,not established/cross-platform,plugins,feature/enhancement,H,feature request,medium,not established,not code-verified,,"include/ocpn_plugin.h; gui/src/{pluginmanager,ocpn_plugin_gui,api_121}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2249,Linux - Dragging toolbar almost impossible with OCPN 5.5.0,2021-04-28,5.3,,Linux,UI/general,defect,E,performance/resource,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2233,RFE: Re-define and automate portable mode.,2021-04-24,5.3,enhancement,Linux,plugins,feature/enhancement,H,feature request,medium,not established,not code-verified,,"include/ocpn_plugin.h; gui/src/{pluginmanager,ocpn_plugin_gui,api_121}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2209,RFE: In case of multiple GPS connections failover to the one which has a fix doesn't work,2021-04-17,5.3,enhancement,not established/cross-platform,communications/navigation,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2208,RFE: Add change indicator (arrow up/down) for parameters displayed on dashboard,2021-04-17,5.3,enhancement,not established/cross-platform,UI/general,feature/enhancement,H,feature request,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2166,FR: Error messages should be be available for copying,2021-02-08,5.5,enhancement,not established/cross-platform,UI/general,feature/enhancement,H,feature request,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2081,Clear guide to compile OpenCPN for Android,2020-11-09,5.8,Android|deferred,Android|Linux,communications/navigation,defect,E,performance/resource,medium,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2057,Add touch gestures handling for two finger zoom and long press as a right click emulation,2020-10-06,5.9,enhancement|in progress,Linux|Raspberry Pi,UI/general,feature/enhancement,H,feature request,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
1961,m_fixtime does not get updated when GPS times out,2020-06-28,6.1,needs testing,not established/cross-platform,navigation/plugins,defect/semantics,C,serious functional defect,high,watchdog deterministic,behaviour changed: master sets zero on timeout,,model/src/comm_bridge.cpp; gui/src/ocpn_frame.cpp; include/ocpn_plugin.h,Current code explicitly invalidates FixTime to zero while plug-in documentation says system time after timeout; contract and implementation disagree.,thread and code reviewed
1810,Plugin Manager - Installation of larger plugins gives no indication anything is happening,2020-04-02,6.4,enhancement|plug-in management,Linux,plugins,feature/enhancement,H,feature request,medium,not established,not code-verified,,"include/ocpn_plugin.h; gui/src/{pluginmanager,ocpn_plugin_gui,api_121}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
1726,[Android] Route Dialog text fields don't display their text,2020-02-19,6.5,Android,Android,routes/tracks/storage,needs triage,F,usability/UI,low,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
1684,Option to disable shortcuts,2020-01-25,6.6,enhancement|good first task,not established/cross-platform,UI/general,feature/enhancement,H,feature request,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
1615,Plugin Manager - no XSD schema validation done of ocpn-plugins.xml file,2019-12-31,6.6,enhancement|plug-in management,not established/cross-platform,plugins,feature/enhancement,H,feature request,medium,not established,not code-verified,,"include/ocpn_plugin.h; gui/src/{pluginmanager,ocpn_plugin_gui,api_121}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
1614,Plugin Manager - Malformed XML causes hang on Ubuntu 16.04,2019-12-31,6.6,enhancement|plug-in management,not established/cross-platform,plugin management,defect,C,serious functional defect,high,deterministic malformed XML,old; current plug-in manager needs revalidation,,gui/src/pluginmanager.cpp; model/src/catalog_parser.cpp,"Malformed catalogue error handling entered a hang in the historical implementation; retain as an input corpus, not as proof against current HEAD.",manual issue review
1348,s57data for unpriviliged user under Linux,2019-04-04,7.4,enhancement|good first task,Linux,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
1325,crash due to multiple canvas support?,2019-03-20,7.4,bug|enhancement|needs work|deferred,not established/cross-platform,charts/rendering,defect,J,likely resolved/stale/duplicate,low,2018 multi-canvas crash,likely stale; revalidate before work,,gui/src/chcanv.cpp,Old crash against substantially changed multi-canvas code; no current reproduction.,manual issue review
1297,Allow setting transparency for the whole MBTiles overlay,2019-03-09,7.4,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,low,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
1267,Compiler warnings: we could be better.,2019-02-13,7.5,help wanted,not established/cross-platform,platform/build,defect,C,serious functional defect,medium,not established,not code-verified,,CMakeLists.txt; cmake/; gui/src/ocpn_platform.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
1260,Implement multiple ETA calculation options,2019-02-09,7.5,enhancement|in progress,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
1062,Proper types for coordinates (lat+lon) and headings,2018-04-28,8.3,enhancement|help wanted|needs work,not established/cross-platform,UI/general,feature/enhancement,H,feature request,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
1034,MBTiles transparency support,2018-04-05,8.4,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
981,Refine the track simplification algorithm and GUI,2018-01-28,8.6,enhancement|help wanted,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
959,Refactor TCWin.cpp,2018-01-10,8.6,enhancement,not established/cross-platform,UI/general,feature/enhancement,H,feature request,low,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
755,Inclusion in f-droid (remove Google Play Services?),2017-01-19,9.6,Android,not established/cross-platform,UI/general,documentation/support,I,documentation/support,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
101,Check return codes everywhere,2014-02-28,12.5,help wanted,not established/cross-platform,UI/general,needs triage,F,usability/UI,low,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
100,Improve exception safety with smart pointers,2014-02-28,12.5,help wanted,not established/cross-platform,cross-cutting,architecture/debt,G,architecture/debt,"high as debt, not as defect",not applicable,open design task,,multiple historical raw-pointer owners,Smart pointers should be introduced only while clarifying a demonstrated ownership defect; a global conversion campaign is not justified.,manual issue review
43,Enable raster charts to be loaded from GDAL datasources,2013-03-21,13.4,enhancement|help wanted,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,low,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
